provinceName,confirmedCount,curedCount,deadCount,updateTime
甘肃省,7,0,0,2020-01-26
甘肃省,14,0,0,2020-01-27
甘肃省,19,0,0,2020-01-28
甘肃省,24,0,0,2020-01-29
甘肃省,26,0,0,2020-01-30
甘肃省,29,0,0,2020-01-31
甘肃省,40,0,0,2020-02-01
甘肃省,40,3,0,2020-02-02
甘肃省,51,3,0,2020-02-03
甘肃省,57,4,0,2020-02-04
甘肃省,57,6,0,2020-02-05
甘肃省,62,6,0,2020-02-06
甘肃省,67,9,0,2020-02-07
甘肃省,79,9,1,2020-02-08
甘肃省,79,15,1,2020-02-09
甘肃省,83,17,2,2020-02-10
甘肃省,86,24,2,2020-02-11
甘肃省,86,34,2,2020-02-12
甘肃省,90,39,2,2020-02-13
甘肃省,90,49,2,2020-02-15
甘肃省,90,54,2,2020-02-16
甘肃省,91,58,2,2020-02-17
甘肃省,91,62,2,2020-02-18
甘肃省,91,65,2,2020-02-19
甘肃省,91,71,2,2020-02-20
甘肃省,91,76,2,2020-02-21
甘肃省,91,78,2,2020-02-23
甘肃省,91,80,2,2020-02-24
甘肃省,91,81,2,2020-02-26
福建省,9,0,0,2020-01-24
福建省,18,0,0,2020-01-25
福建省,35,0,0,2020-01-26
福建省,59,0,0,2020-01-27
福建省,80,0,0,2020-01-28
福建省,84,0,0,2020-01-29
福建省,101,0,0,2020-01-30
福建省,120,0,0,2020-01-31
福建省,144,0,0,2020-02-01
福建省,159,0,0,2020-02-02
福建省,179,1,0,2020-02-03
福建省,194,3,0,2020-02-04
福建省,205,7,0,2020-02-05
福建省,215,14,0,2020-02-06
福建省,224,20,0,2020-02-07
福建省,239,24,0,2020-02-08
福建省,250,35,0,2020-02-09
福建省,261,39,0,2020-02-10
福建省,267,45,0,2020-02-11
福建省,272,53,0,2020-02-12
福建省,279,57,0,2020-02-13
福建省,281,63,0,2020-02-14
福建省,285,71,0,2020-02-15
福建省,287,82,0,2020-02-16
福建省,290,90,0,2020-02-17
福建省,292,93,0,2020-02-18
福建省,293,97,0,2020-02-19
福建省,293,126,1,2020-02-20
福建省,293,149,1,2020-02-21
福建省,293,162,1,2020-02-22
福建省,293,170,1,2020-02-23
福建省,293,183,1,2020-02-24
福建省,294,199,1,2020-02-25
福建省,294,218,1,2020-02-26
福建省,296,226,1,2020-02-27
西藏自治区,1,0,0,2020-02-02
西藏自治区,1,0,0,2020-02-04
西藏自治区,1,1,0,2020-02-12
西藏自治区,1,1,0,2020-02-13
西藏自治区,1,1,0,2020-02-23
贵州省,3,0,0,2020-01-24
贵州省,4,0,0,2020-01-25
贵州省,5,0,0,2020-01-26
贵州省,7,0,0,2020-01-27
贵州省,9,0,0,2020-01-28
贵州省,9,1,0,2020-01-29
贵州省,12,1,0,2020-01-30
贵州省,29,2,0,2020-01-31
贵州省,38,2,0,2020-02-02
贵州省,46,2,0,2020-02-03
贵州省,58,2,0,2020-02-04
贵州省,64,9,1,2020-02-05
贵州省,71,6,1,2020-02-06
贵州省,81,6,1,2020-02-07
贵州省,89,7,1,2020-02-08
贵州省,99,7,1,2020-02-09
贵州省,109,7,1,2020-02-10
贵州省,127,17,1,2020-02-11
贵州省,133,18,1,2020-02-12
贵州省,135,27,1,2020-02-13
贵州省,140,28,1,2020-02-14
贵州省,143,41,1,2020-02-15
贵州省,144,46,1,2020-02-16
贵州省,146,62,1,2020-02-17
贵州省,146,66,2,2020-02-18
贵州省,146,70,2,2020-02-19
贵州省,146,72,2,2020-02-20
贵州省,146,77,2,2020-02-21
贵州省,146,90,2,2020-02-22
贵州省,146,99,2,2020-02-23
贵州省,146,104,2,2020-02-25
贵州省,146,112,2,2020-02-27
辽宁省,4,0,0,2020-01-24
辽宁省,16,0,0,2020-01-25
辽宁省,21,0,0,2020-01-26
辽宁省,27,0,0,2020-01-27
辽宁省,34,0,0,2020-01-28
辽宁省,39,1,0,2020-01-29
辽宁省,41,1,0,2020-01-30
辽宁省,48,1,0,2020-01-31
辽宁省,64,1,0,2020-02-01
辽宁省,70,1,0,2020-02-02
辽宁省,74,1,0,2020-02-03
辽宁省,81,2,0,2020-02-04
辽宁省,89,4,0,2020-02-05
辽宁省,94,5,0,2020-02-06
辽宁省,99,7,0,2020-02-07
辽宁省,105,8,0,2020-02-08
辽宁省,107,9,0,2020-02-09
辽宁省,108,13,0,2020-02-10
辽宁省,111,19,0,2020-02-11
辽宁省,116,20,1,2020-02-12
辽宁省,117,22,1,2020-02-13
辽宁省,119,29,1,2020-02-14
辽宁省,119,31,1,2020-02-15
辽宁省,121,40,1,2020-02-16
辽宁省,121,43,1,2020-02-17
辽宁省,121,53,1,2020-02-18
辽宁省,121,55,1,2020-02-19
辽宁省,121,59,1,2020-02-20
辽宁省,121,61,1,2020-02-21
辽宁省,121,66,1,2020-02-22
辽宁省,121,81,1,2020-02-23
辽宁省,121,80,1,2020-02-24
辽宁省,121,83,1,2020-02-25
辽宁省,121,88,1,2020-02-26
辽宁省,121,92,1,2020-02-27
重庆市,9,0,0,2020-01-24
重庆市,57,0,0,2020-01-25
重庆市,75,0,0,2020-01-26
重庆市,110,0,0,2020-01-27
重庆市,132,0,0,2020-01-28
重庆市,147,1,0,2020-01-29
重庆市,182,1,0,2020-01-30
重庆市,211,1,0,2020-01-31
重庆市,247,3,1,2020-02-01
重庆市,275,7,1,2020-02-02
重庆市,312,8,2,2020-02-03
重庆市,344,9,2,2020-02-04
重庆市,376,9,2,2020-02-05
重庆市,400,24,2,2020-02-06
重庆市,415,31,2,2020-02-07
重庆市,428,39,2,2020-02-08
重庆市,450,51,2,2020-02-09
重庆市,473,66,2,2020-02-10
重庆市,489,72,2,2020-02-11
重庆市,509,87,3,2020-02-12
重庆市,525,87,3,2020-02-13
重庆市,532,139,5,2020-02-14
重庆市,538,184,5,2020-02-15
重庆市,547,187,5,2020-02-16
重庆市,553,214,5,2020-02-17
重庆市,553,235,5,2020-02-18
重庆市,555,254,5,2020-02-19
重庆市,560,274,5,2020-02-20
重庆市,567,299,6,2020-02-21
重庆市,572,316,6,2020-02-22
重庆市,573,328,6,2020-02-23
重庆市,575,335,6,2020-02-24
重庆市,576,349,6,2020-02-25
重庆市,576,373,6,2020-02-26
重庆市,576,384,6,2020-02-27
陕西省,5,0,0,2020-01-24
陕西省,15,0,0,2020-01-25
陕西省,22,0,0,2020-01-26
陕西省,35,0,0,2020-01-27
陕西省,46,0,0,2020-01-28
陕西省,56,0,0,2020-01-29
陕西省,63,0,0,2020-01-30
陕西省,87,0,0,2020-01-31
陕西省,101,0,0,2020-02-01
陕西省,116,0,0,2020-02-02
陕西省,128,0,0,2020-02-03
陕西省,142,2,0,2020-02-04
陕西省,165,6,0,2020-02-05
陕西省,173,9,0,2020-02-06
陕西省,184,17,0,2020-02-07
陕西省,195,20,0,2020-02-08
陕西省,208,25,0,2020-02-09
陕西省,213,30,0,2020-02-10
陕西省,219,32,0,2020-02-11
陕西省,225,43,0,2020-02-12
陕西省,229,46,0,2020-02-13
陕西省,230,54,0,2020-02-14
陕西省,232,60,0,2020-02-15
陕西省,236,71,0,2020-02-16
陕西省,240,79,0,2020-02-17
陕西省,240,89,0,2020-02-18
陕西省,242,89,0,2020-02-19
陕西省,245,118,1,2020-02-20
陕西省,245,134,1,2020-02-21
陕西省,245,149,1,2020-02-22
陕西省,245,163,1,2020-02-23
陕西省,245,173,1,2020-02-24
陕西省,245,186,1,2020-02-25
陕西省,245,192,1,2020-02-26
陕西省,245,194,1,2020-02-27
青海省,1,0,0,2020-01-25
青海省,6,0,0,2020-01-27
青海省,8,0,0,2020-01-30
青海省,8,0,0,2020-01-31
青海省,9,0,0,2020-02-01
青海省,11,0,0,2020-02-02
青海省,13,0,0,2020-02-03
青海省,15,0,0,2020-02-04
青海省,17,3,0,2020-02-05
青海省,18,3,0,2020-02-06
青海省,18,5,0,2020-02-11
青海省,18,9,0,2020-02-12
青海省,18,9,0,2020-02-13
青海省,18,13,0,2020-02-15
青海省,18,15,0,2020-02-18
青海省,18,16,0,2020-02-19
青海省,18,18,0,2020-02-21
青海省,18,18,0,2020-02-23
黑龙江省,4,0,1,2020-01-24
黑龙江省,9,0,1,2020-01-25
黑龙江省,15,0,1,2020-01-26
黑龙江省,21,0,1,2020-01-27
黑龙江省,30,0,1,2020-01-28
黑龙江省,38,0,1,2020-01-29
黑龙江省,44,0,2,2020-01-30
黑龙江省,59,0,2,2020-01-31
黑龙江省,80,2,2,2020-02-01
黑龙江省,95,4,2,2020-02-02
黑龙江省,121,2,2,2020-02-03
黑龙江省,155,4,2,2020-02-04
黑龙江省,190,8,2,2020-02-05
黑龙江省,227,8,3,2020-02-06
黑龙江省,277,9,3,2020-02-07
黑龙江省,296,13,5,2020-02-08
黑龙江省,307,14,6,2020-02-09
黑龙江省,331,30,7,2020-02-10
黑龙江省,360,28,8,2020-02-11
黑龙江省,378,31,8,2020-02-12
黑龙江省,395,33,9,2020-02-13
黑龙江省,419,47,11,2020-02-14
黑龙江省,425,68,11,2020-02-15
黑龙江省,445,79,11,2020-02-16
黑龙江省,457,85,11,2020-02-17
黑龙江省,464,98,11,2020-02-18
黑龙江省,470,120,12,2020-02-19
黑龙江省,476,136,12,2020-02-20
黑龙江省,479,175,12,2020-02-21
黑龙江省,479,204,12,2020-02-22
黑龙江省,480,222,12,2020-02-23
黑龙江省,480,227,12,2020-02-24
黑龙江省,480,243,12,2020-02-25
黑龙江省,480,249,12,2020-02-26
黑龙江省,480,262,13,2020-02-27
